person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,2184 River Acres Court,6/13/18 18:00
2,Lamar Williams,male,black,medium,3373 Heatherwood Lane Southwest,6/13/18 18:01
3,DaQuan Robinson,male,black,low,4070 Bowie Court,6/13/18 18:02
4,Nia Harris,female,black,high,1032 Pine Lane,6/13/18 18:03
5,Ebony James,female,black,medium,2783 Coventry Grn Southeast #D,6/13/18 18:04
6,Shanice Thomas,female,black,low,4422 Marci Street,6/13/18 18:05
7,Caleb Peterson,male,white,high,120 York Road Southwest,6/13/18 18:06
8,Charlie Myers,male,white,medium,82 Caldwell Road,6/13/18 18:07
9,Ronnie Miller,male,white,low,2819 Wynhaven Oaks Way,
10,Aubrey Murphy,female,white,high,156 Red Bank Road,6/13/18 18:09
11,Erica Cox,female,white,medium,2758 Porter Drive,6/13/18 18:10
12,Leslie Wood,female,white,low,7925 Paddocks Mill Drive,6/13/18 18:11
13,Jorge Rodriguez,male,hispanic,high,6868 Timbers East Drive,6/13/18 18:12
14,Pedro Sanchez,male,hispanic,medium,4215 Fox Chase Drive,6/13/18 18:13
15,Luis Torres,male,hispanic,low,1639 Crestfield Lane,6/13/18 18:14
16,Isabella Lopez,female,hispanic,high,2045 Timberland Drive,6/13/18 18:15
17,Mariana Morales,female,hispanic,medium,4205 Bonneville Drive,6/13/18 18:16
18,Jimena Ramirez,female,hispanic,low,731 Exchange Mill Place,6/13/18 18:17
