person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3170 Haynes Park Drive,6/11/18 14:13
2,Lamar Williams,male,black,medium,7925 Paddocks Mill Drive,6/11/18 14:14
3,DaQuan Robinson,male,black,low,120 York Road Southwest,6/11/18 14:15
4,Nia Harris,female,black,high,474 Allen Drive,6/11/18 14:16
5,Ebony James,female,black,medium,8520 Holcomb Bridge Road #3,6/11/18 14:17
6,Shanice Thomas,female,black,low,3269 Dublin Drive,6/11/18 14:18
7,Caleb Peterson,male,white,high,11150 Brookhollow Trail,6/11/18 14:19
8,Charlie Myers,male,white,medium,1443 1/2 Janmar Drive #MAIN UPSTAIRS,6/11/18 14:20
9,Ronnie Miller,male,white,low,2045 Timberland Drive,6/11/18 14:21
10,Aubrey Murphy,female,white,high,2231 Ousley Court,6/11/18 14:22
11,Erica Cox,female,white,medium,2539 Laurel Ridge Drive,6/11/18 14:23
12,Leslie Wood,female,white,low,4255 Smoke Creek Parkway #A014,6/11/18 14:24
13,Jorge Rodriguez,male,hispanic,high,5790 Dorian Court,6/11/18 14:25
14,Pedro Sanchez,male,hispanic,medium,4255 Smoke Creek Parkway #C014,6/11/18 14:26
15,Luis Torres,male,hispanic,low,6317 Avery Street Southwest,6/11/18 14:27
16,Isabella Lopez,female,hispanic,high,5883 Old Wellborn Trace,6/11/18 14:28
17,Mariana Morales,female,hispanic,medium,2775 Avalon Meadows Lane,6/11/18 14:29
18,Jimena Ramirez,female,hispanic,low,611 Paden Mill Trail,6/11/18 14:30
