person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1861 Cedar Walk Lane,6/30/18 15:58
2,Lamar Williams,male,black,medium,4633 Devencrest Lane,6/30/18 15:59
3,DaQuan Robinson,male,black,low,406 Garden Court #406,6/30/18 16:00
4,Nia Harris,female,black,high,5469 Liberty Road,6/30/18 16:01
5,Ebony James,female,black,medium,5620 Sycamore Road,6/30/18 16:02
6,Shanice Thomas,female,black,low,1163 Highway 124,6/30/18 16:03
7,Caleb Peterson,male,white,high,6960 Crooked O Trail,6/30/18 16:04
8,Charlie Myers,male,white,medium,550 Cherokee Circle,6/30/18 16:05
9,Ronnie Miller,male,white,low,1386 Valley View Road,6/30/18 16:06
10,Aubrey Murphy,female,white,high,4047 Ashford Dunwoody Road Northeast,6/30/18 16:07
11,Erica Cox,female,white,medium,3005 Forestside Lane,6/30/18 16:08
12,Leslie Wood,female,white,low,468 Cynthia Lane,
13,Jorge Rodriguez,male,hispanic,high,3208 Milstead Walk Way,6/30/18 16:10
14,Pedro Sanchez,male,hispanic,medium,404 Ruth Court,6/30/18 16:11
15,Luis Torres,male,hispanic,low,3900 Maple Wood Trail,6/30/18 16:12
16,Isabella Lopez,female,hispanic,high,5202 Santa Fe Parkway #5202,6/30/18 16:13
17,Mariana Morales,female,hispanic,medium,4252 Catalpa Court,6/30/18 16:14
18,Jimena Ramirez,female,hispanic,low,14475 Highway 18 Chalet #104,6/30/18 16:15
