person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,2765 Mayfair Drive,6/12/18 15:16
2,Lamar Williams,male,black,medium,5785 Charleston Lane #5785,6/12/18 15:17
3,DaQuan Robinson,male,black,low,5005 Timberbridge Lane,6/12/18 15:18
4,Nia Harris,female,black,high,4272 Bradley Drive,
5,Ebony James,female,black,medium,5452 Covent Way,6/12/18 15:20
6,Shanice Thomas,female,black,low,3435 Ridgefair Drive,6/12/18 15:21
7,Caleb Peterson,male,white,high,3373 Heatherwood Lane Southwest,6/12/18 15:22
8,Charlie Myers,male,white,medium,3080 Kentmere Drive,6/12/18 15:23
9,Ronnie Miller,male,white,low,2246 Clanton Terrace,6/12/18 15:24
10,Aubrey Murphy,female,white,high,3045 Wildflower Lane,6/12/18 15:25
11,Erica Cox,female,white,medium,211 Pine Forest Drive,6/12/18 15:26
12,Leslie Wood,female,white,low,4255 Smoke Creek Parkway #C014,6/12/18 15:27
13,Jorge Rodriguez,male,hispanic,high,2879 Port Royal Lane,6/12/18 15:28
14,Pedro Sanchez,male,hispanic,medium,2875 Winchester Drive,6/12/18 15:29
15,Luis Torres,male,hispanic,low,90 Mountain Way,
16,Isabella Lopez,female,hispanic,high,2600 Golfview Terrace Southeast #A,6/12/18 15:31
17,Mariana Morales,female,hispanic,medium,8520 Holcomb Bridge Road #3,6/12/18 15:32
18,Jimena Ramirez,female,hispanic,low,1274 Luther Way,6/12/18 15:33
