person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,4805 West Village Way SE,6/20/18 21:48
2,Lamar Williams,male,black,medium,284 Hurricane Shoals Road Northeast #3,6/20/18 21:49
3,DaQuan Robinson,male,black,low,1851 Twin Branch Drive,6/20/18 21:50
4,Nia Harris,female,black,high,5091 Whitewater Drive,
5,Ebony James,female,black,medium,3191 Ridgecrest Drive,6/20/18 21:52
6,Shanice Thomas,female,black,low,554 San Pablo Drive,6/20/18 21:53
7,Caleb Peterson,male,white,high,170 Concord Road Southeast,6/20/18 21:54
8,Charlie Myers,male,white,medium,201 Beckett Drive,6/20/18 21:55
9,Ronnie Miller,male,white,low,4818 West McEachern Woods Drive,6/20/18 21:56
10,Aubrey Murphy,female,white,high,1467 Waterton Trail,
11,Erica Cox,female,white,medium,1117 Malibu Drive,6/20/18 21:58
12,Leslie Wood,female,white,low,5202 Highland Trail,6/20/18 21:59
13,Jorge Rodriguez,male,hispanic,high,7631 Dallas Highway #D018,6/20/18 22:00
14,Pedro Sanchez,male,hispanic,medium,11175 Abbotts Station Drive,6/20/18 22:01
15,Luis Torres,male,hispanic,low,10931 Alderwood Cove,6/20/18 22:02
16,Isabella Lopez,female,hispanic,high,5126 Dekalb Way,6/20/18 22:03
17,Mariana Morales,female,hispanic,medium,6780 Mableton Parkway Southeast #40,6/20/18 22:04
18,Jimena Ramirez,female,hispanic,low,31 Landing Lane,6/20/18 22:05
