person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,10133 Tabor Street #18,5/23/18 10:31
2,Lamar Williams,male,black,medium,3189 Lake Hollywood Drive,5/23/18 10:32
3,DaQuan Ronison,male,black,low,2052 Butler Avenue,5/23/18 10:33
4,Nia Harris,female,black,high,3708 Buckingham Road,5/23/18 10:34
5,Ebony James,female,black,medium,5327 Thornburn Street,5/23/18 10:35
6,Shanice Thomas,female,black,low,6131 Melvil Street,5/23/18 10:36
7,Caleb Peterson,male,white,high,9306 South Central Avenue,5/23/18 10:37
8,Charlie Myers,male,white,medium,111 South Wilton Place,5/23/18 10:37
9,Ronnie Miller,male,white,low,9116 Haas Avenue,5/23/18 10:38
10,Aubrey Murphy,female,white,high,10535 Wilshire Boulevard #1003,5/23/18 10:39
11,Erica Cox,female,white,medium,628 West 76th Street,5/23/18 10:40
12,Leslie Wood,female,white,low,813 South Stanley Avenue,5/23/18 10:41
13,Jorge Rodriguez,male,hispanic,high,8857 South Gramercy Place,5/23/18 10:42
14,Pedro Sanchez,male,hispanic,medium,9300 South Main Street,5/23/18 10:43
15,Luis Torres,male,hispanic,low,1050 West Vernon Avenue,5/23/18 10:44
16,Isabella Lopez,female,hispanic,high,2206 Outpost Drive,5/23/18 10:44
17,Mariana Morales,female,hispanic,medium,12488 Gilmore Avenue #4,5/23/18 10:45
18,Jimena Ramirez,female,hispanic,low,10555 Ashton Avenue #201,5/23/18 10:46
