person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,8308 Yuma Place,5/23/18 13:35
2,Lamar Williams,male,black,medium,237 1/2 East Century Boulevard,5/23/18 13:36
3,DaQuan Ronison,male,black,low,1744 Warnall Avenue,5/23/18 13:38
4,Nia Harris,female,black,high,1717 Walgrove Avenue,5/23/18 13:39
5,Ebony James,female,black,medium,2046 South Sherbourne Drive #4,5/23/18 13:41
6,Shanice Thomas,female,black,low,1488 Rising Glen Road,5/23/18 13:43
7,Caleb Peterson,male,white,high,880 West 1st Street #213,5/23/18 13:44
8,Charlie Myers,male,white,medium,2724 W Avenue 32 #32,5/23/18 13:46
9,Ronnie Miller,male,white,low,217 South Martel Avenue,5/23/18 13:47
10,Aubrey Murphy,female,white,high,167 North Gardner Street,5/23/18 13:48
11,Erica Cox,female,white,medium,1936 Selby Avenue #401,5/23/18 13:50
12,Leslie Wood,female,white,low,1955 Micheltorena Street,5/23/18 13:51
13,Jorge Rodriguez,male,hispanic,high,801 South Lucerne Boulevard #406,5/23/18 13:52
14,Pedro Sanchez,male,hispanic,medium,1630 South Gramercy Place #1,5/23/18 13:53
15,Luis Torres,male,hispanic,low,6024 Fayette Street #3,5/23/18 13:55
16,Isabella Lopez,female,hispanic,high,260 S Avenue 55 #H,5/23/18 13:56
17,Mariana Morales,female,hispanic,medium,2509 South Bedford Street,5/23/18 13:57
18,Jimena Ramirez,female,hispanic,low,346 South Wilton Place,5/23/18 13:59
