person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,2311 Roscomare Road #12,5/22/18 10:22
2,Lamar Williams,male,black,medium,668 Sunnyhill Drive,5/22/18 10:24
3,DaQuan Ronison,male,black,low,3251 Descanso Drive,5/22/18 10:26
4,Nia Harris,female,black,high,2347 Manning Avenue,5/22/18 10:27
5,Ebony James,female,black,medium,416 East 51st Street,5/22/18 10:28
6,Shanice Thomas,female,black,low,8376 Hollywood Boulevard,5/22/18 10:30
7,Caleb Peterson,male,white,high,1126 East 111th Drive,5/22/18 10:32
8,Charlie Myers,male,white,medium,12018 Rhode Island Avenue,5/22/18 10:34
9,Ronnie Miller,male,white,low,1644 Marmont Avenue,5/22/18 10:35
10,Aubrey Murphy,female,white,high,137 North Bundy Drive,5/22/18 10:36
11,Erica Cox,female,white,medium,931 South Genesee Avenue,5/22/18 10:38
12,Leslie Wood,female,white,low,6131 Melvil Street,5/22/18 10:39
13,Jorge Rodriguez,male,hispanic,high,11336 Montana Avenue,5/22/18 10:41
14,Pedro Sanchez,male,hispanic,medium,10815 Rose Avenue,5/22/18 10:42
15,Luis Torres,male,hispanic,low,11162 Exposition Boulevard #101,5/22/18 10:44
16,Isabella Lopez,female,hispanic,high,9116 Haas Avenue,5/22/18 10:45
17,Mariana Morales,female,hispanic,medium,424 Parkman Avenue,5/22/18 10:46
18,Jimena Ramirez,female,hispanic,low,880 West 1st Street #213,5/22/18 10:48
