person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,2012 South Bedford Street #2,5/22/18 22:46
2,Lamar Williams,male,black,medium,6262 Drexel Avenue #6262,5/22/18 22:49
3,DaQuan Ronison,male,black,low,1513 West 58th Place,5/22/18 23:25
4,Nia Harris,female,black,high,1529 South Beverly Drive #1,5/22/18 23:29
5,Ebony James,female,black,medium,1701 Butler Avenue,5/22/18 23:32
6,Shanice Thomas,female,black,low,1500 South Beverly Drive #102,5/22/18 23:49
7,Caleb Peterson,male,white,high,9811 South Budlong Avenue,5/22/18 23:51
8,Charlie Myers,male,white,medium,1833 Carmona Avenue #HOUSE,5/23/18 0:04
9,Ronnie Miller,male,white,low,4326 Russell Avenue #2,5/23/18 0:12
10,Aubrey Murphy,female,white,high,435 East 81st Street #1,5/23/18 0:15
11,Erica Cox,female,white,medium,4353 Don Miguel Drive #10,5/23/18 0:28
12,Leslie Wood,female,white,low,3665 Moore Street,5/23/18 0:33
13,Jorge Rodriguez,male,hispanic,high,504 1/2 Casanova Street,5/23/18 0:36
14,Pedro Sanchez,male,hispanic,medium,235 S Avenue 20 #20,5/23/18 0:42
15,Luis Torres,male,hispanic,low,3202 West 43rd Place,5/23/18 0:44
16,Isabella Lopez,female,hispanic,high,3240 Castalia Avenue,5/23/18 0:45
17,Mariana Morales,female,hispanic,medium,1136 South Stanley Avenue,5/23/18 0:49
18,Jimena Ramirez,female,hispanic,low,8046 Woodland Lane,5/23/18 0:52
