person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3760 Wellington Road,5/23/18 14:22
2,Lamar Williams,male,black,medium,12018 Rhode Island Avenue,5/23/18 14:23
3,DaQuan Ronison,male,black,low,756 1/2 North Ridgewood Place,5/23/18 14:24
4,Nia Harris,female,black,high,4731 Oakwood Avenue,5/23/18 14:25
5,Ebony James,female,black,medium,702 South Serrano Avenue #302,5/23/18 14:26
6,Shanice Thomas,female,black,low,10542 Butterfield Road,5/23/18 14:28
7,Caleb Peterson,male,white,high,424 Parkman Avenue,5/23/18 14:28
8,Charlie Myers,male,white,medium,1423 South Westmoreland Avenue,5/23/18 14:29
9,Ronnie Miller,male,white,low,327 North Vista Street,5/23/18 14:30
10,Aubrey Murphy,female,white,high,2704 South Rimpau Boulevard,5/23/18 15:29
11,Erica Cox,female,white,medium,812 North Croft Avenue #201,5/23/18 15:31
12,Leslie Wood,female,white,low,1409 Walgrove Avenue,5/23/18 15:31
13,Jorge Rodriguez,male,hispanic,high,922 South Bundy Drive,5/23/18 15:32
14,Pedro Sanchez,male,hispanic,medium,1741 South Bentley Avenue #3,5/23/18 15:33
15,Luis Torres,male,hispanic,low,1011 North Fickett Street,5/23/18 15:33
16,Isabella Lopez,female,hispanic,high,1823 North Fuller Avenue #6,5/23/18 15:35
17,Mariana Morales,female,hispanic,medium,1035 Figueroa Terrace #5,5/23/18 15:36
18,Jimena Ramirez,female,hispanic,low,2347 Manning Avenue,5/23/18 15:36
