person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,547 North Martel Avenue,5/23/18 20:21
2,Lamar Williams,male,black,medium,3827 Minerva Avenue,5/23/18 20:21
3,DaQuan Ronison,male,black,low,756 North Ridgewood Place,5/23/18 20:23
4,Nia Harris,female,black,high,4280 Denker Avenue,5/23/18 20:35
5,Ebony James,female,black,medium,1170 West 28th Street,5/23/18 20:36
6,Shanice Thomas,female,black,low,6551 Franklin Avenue,5/23/18 20:37
7,Caleb Peterson,male,white,high,120 Granville Avenue,5/23/18 20:39
8,Charlie Myers,male,white,medium,4021 Lyceum Avenue,5/23/18 20:40
9,Ronnie Miller,male,white,low,10505 Scenario Lane,5/23/18 20:41
10,Aubrey Murphy,female,white,high,219 South Orange Drive,5/23/18 20:42
11,Erica Cox,female,white,medium,6193 Rockcliff Drive,5/23/18 20:46
12,Leslie Wood,female,white,low,3381 Descanso Drive,5/23/18 20:49
13,Jorge Rodriguez,male,hispanic,high,208 West 126th Street,5/23/18 21:09
14,Pedro Sanchez,male,hispanic,medium,3410 Walton Avenue,5/23/18 21:09
15,Luis Torres,male,hispanic,low,1025 North La Jolla Avenue,5/23/18 21:10
16,Isabella Lopez,female,hispanic,high,1513 West 58th Place,5/23/18 21:19
17,Mariana Morales,female,hispanic,medium,922 South Shenandoah Street #3,5/23/18 21:19
18,Jimena Ramirez,female,hispanic,low,1118 Cardiff Avenue #1,5/23/18 21:21
