person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,826 South Cochran Avenue,5/22/18 19:45
2,Lamar Williams,male,black,medium,740 Norway Lane,5/22/18 19:46
3,DaQuan Ronison,male,black,low,922 South Shenandoah Street #3,5/22/18 19:47
4,Nia Harris,female,black,high,4250 York Boulevard,5/22/18 19:48
5,Ebony James,female,black,medium,11420 Waterford Street,5/22/18 19:49
6,Shanice Thomas,female,black,low,6024 Fayette Street #3,5/22/18 19:51
7,Caleb Peterson,male,white,high,150 West 118th Street,5/22/18 19:53
8,Charlie Myers,male,white,medium,1143 South Hayworth Avenue,5/22/18 19:53
9,Ronnie Miller,male,white,low,1712 Barry Avenue #1,5/22/18 19:55
10,Aubrey Murphy,female,white,high,1444 South Point View Street #302,5/22/18 19:56
11,Erica Cox,female,white,medium,1850 Hi Point Street,5/22/18 19:58
12,Leslie Wood,female,white,low,6262 Drexel Avenue,5/22/18 19:59
13,Jorge Rodriguez,male,hispanic,high,852 North Poinsettia Place #6,5/22/18 20:00
14,Pedro Sanchez,male,hispanic,medium,2752 Guirado Street,5/22/18 20:01
15,Luis Torres,male,hispanic,low,1522 South Westgate Avenue #303,5/22/18 20:02
16,Isabella Lopez,female,hispanic,high,2626 Creston Drive,5/22/18 20:03
17,Mariana Morales,female,hispanic,medium,10505 Scenario Lane,5/22/18 20:04
18,Jimena Ramirez,female,hispanic,low,11871 Nebraska Avenue,5/22/18 21:43
