person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,3955 Alla Road,5/22/18 14:47
2,Lamar Williams,male,black,medium,4015 West Jefferson Boulevard,5/22/18 14:48
3,DaQuan Ronison,male,black,low,3635 East 6th Street,5/22/18 14:50
4,Nia Harris,female,black,high,1500 South Beverly Drive,5/22/18 14:52
5,Ebony James,female,black,medium,107 South Sweetzer Avenue #304,5/22/18 14:53
6,Shanice Thomas,female,black,low,2422 Meadowvale Avenue #1,5/22/18 14:55
7,Caleb Peterson,male,white,high,W Fountain Ave and N Fuller Ave,5/22/18 14:57
8,Charlie Myers,male,white,medium,2540 Laurel Pass,5/22/18 14:57
9,Ronnie Miller,male,white,low,6900 Bonita Terrace #105,5/22/18 14:58
10,Aubrey Murphy,female,white,high,1133 West 39th Place,5/22/18 14:58
11,Erica Cox,female,white,medium,1172 South Crescent Heights Boulevard,5/22/18 14:58
12,Leslie Wood,female,white,low,2122 Century Park Lane #304,5/22/18 14:59
13,Jorge Rodriguez,male,hispanic,high,922 South Shenandoah Street,5/22/18 15:00
14,Pedro Sanchez,male,hispanic,medium,6418 Dix Street,5/22/18 15:00
15,Luis Torres,male,hispanic,low,631 West 83rd Street,5/22/18 15:01
16,Isabella Lopez,female,hispanic,high,7135 Hollywood Boulevard #201,5/22/18 15:01
17,Mariana Morales,female,hispanic,medium,813 South Stanley Avenue,5/22/18 15:02
18,Jimena Ramirez,female,hispanic,low,1401 South Saint Andrews Place #202,5/22/18 15:02
