person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,8926 West 25th Street,5/23/18 21:25
2,Lamar Williams,male,black,medium,435 East 81st Street #1,5/23/18 21:26
3,DaQuan Ronison,male,black,low,10661 Lindamere Drive,5/23/18 21:32
4,Nia Harris,female,black,high,1721 South Sherbourne Drive,5/23/18 21:37
5,Ebony James,female,black,medium,6262 Drexel Avenue,5/23/18 21:40
6,Shanice Thomas,female,black,low,9811 South Budlong Avenue,5/23/18 21:47
7,Caleb Peterson,male,white,high,637-647 Maltman Avenue #637-5,5/23/18 21:48
8,Charlie Myers,male,white,medium,2412 South Shenandoah Street #1,5/23/18 21:48
9,Ronnie Miller,male,white,low,145 North Sycamore Avenue #145,5/23/18 21:49
10,Aubrey Murphy,female,white,high,435 Dalehurst Avenue,5/23/18 21:49
11,Erica Cox,female,white,medium,6418 Dix Street,5/23/18 21:50
12,Leslie Wood,female,white,low,1538 South Durango Avenue,5/23/18 21:50
13,Jorge Rodriguez,male,hispanic,high,3438 Hollydale Drive,5/23/18 21:52
14,Pedro Sanchez,male,hispanic,medium,4250 York Boulevard,5/23/18 21:53
15,Luis Torres,male,hispanic,low,1045 South Hayworth Avenue,5/23/18 21:55
16,Isabella Lopez,female,hispanic,high,644 North Harvard Boulevard #205,5/23/18 21:59
17,Mariana Morales,female,hispanic,medium,1031 South Gramercy Drive,5/23/18 22:01
18,Jimena Ramirez,female,hispanic,low,1235 Innes Avenue,5/23/18 22:15
