person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,823 North Alta Vista Boulevard,5/21/18 13:11
2,Lamar Williams,male,black,medium,149 South Saint Andrews Place #4,5/21/18 13:12
3,DaQuan Ronison,male,black,low,2093 Mount Olympus Drive,5/21/18 13:13
4,Nia Harris,female,black,high,3274 Barham Boulevard,5/21/18 13:14
5,Ebony James,female,black,medium,8333 West 1st Street,5/21/18 13:15
6,Shanice Thomas,female,black,low,8046 Woodland Lane,5/21/18 13:16
7,Caleb Peterson,male,white,high,107 South Sweetzer Avenue #304,5/21/18 13:17
8,Charlie Myers,male,white,medium,4600 Don Lorenzo Drive #54,5/21/18 13:18
9,Ronnie Miller,male,white,low,416 East 51st Street,5/21/18 13:19
10,Aubrey Murphy,female,white,high,11260 Mississippi Avenue #405,5/21/18 13:20
11,Erica Cox,female,white,medium,2422 Meadowvale Avenue #1,5/21/18 13:21
12,Leslie Wood,female,white,low,1050 West Vernon Avenue,5/21/18 13:22
13,Jorge Rodriguez,male,hispanic,high,3121 London Street,5/21/18 13:23
14,Pedro Sanchez,male,hispanic,medium,9811 South Budlong Avenue,5/21/18 13:24
15,Luis Torres,male,hispanic,low,9125 South Western Avenue,5/21/18 13:25
16,Isabella Lopez,female,hispanic,high,1644 Marmont Avenue,5/21/18 13:26
17,Mariana Morales,female,hispanic,medium,1721 South Sherbourne Drive,5/21/18 13:27
18,Jimena Ramirez,female,hispanic,low,726 South Orange Grove Boulevard,5/21/18 13:28
