person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,5447 Blackwelder Street #1,5/23/18 13:09
2,Lamar Williams,male,black,medium,838 South Barrington Avenue #403,5/23/18 13:10
3,DaQuan Ronison,male,black,low,2122 Century Park Lane #304,5/23/18 13:11
4,Nia Harris,female,black,high,3501 South Victoria Avenue,5/23/18 13:14
5,Ebony James,female,black,medium,1849 South La Brea Avenue,5/23/18 13:16
6,Shanice Thomas,female,black,low,726 South Orange Grove Boulevard,5/23/18 13:17
7,Caleb Peterson,male,white,high,6420 Dix Street,5/23/18 13:18
8,Charlie Myers,male,white,medium,3816 Clinton Street,5/23/18 13:20
9,Ronnie Miller,male,white,low,12600 Greene Avenue,5/23/18 13:21
10,Aubrey Murphy,female,white,high,3108 Nichols Canyon Road,5/23/18 13:23
11,Erica Cox,female,white,medium,1121 West 39th Place,5/23/18 13:24
12,Leslie Wood,female,white,low,2093 Mount Olympus Drive,5/23/18 13:26
13,Jorge Rodriguez,male,hispanic,high,1649 South Stanley Avenue,5/23/18 13:27
14,Pedro Sanchez,male,hispanic,medium,1529 South Beverly Drive #1,5/23/18 13:29
15,Luis Torres,male,hispanic,low,181 South Sycamore Avenue,5/23/18 13:30
16,Isabella Lopez,female,hispanic,high,668 Sunnyhill Drive,5/23/18 13:32
17,Mariana Morales,female,hispanic,medium,8508 Avalon Boulevard #5,5/23/18 13:33
18,Jimena Ramirez,female,hispanic,low,3319 Roseview Avenue,5/23/18 13:34
