person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1,Jalen Jackson,male,black,high,1301 South Rimpau Boulevard,5/22/18 16:45
2,Lamar Williams,male,black,medium,153 East 87th Place,5/22/18 16:45
3,DaQuan Ronison,male,black,low,6442 Moore Drive,5/22/18 16:46
4,Nia Harris,female,black,high,854 Serrano Place,5/22/18 16:46
5,Ebony James,female,black,medium,346 South Wilton Place,5/22/18 16:47
6,Shanice Thomas,female,black,low,7838 Naylor Avenue,5/22/18 16:49
7,Caleb Peterson,male,white,high,209 South Detroit Street,5/22/18 16:50
8,Charlie Myers,male,white,medium,2519 South Orange Drive,5/22/18 16:51
9,Ronnie Miller,male,white,low,1036 North Bonnie Brae Street #11,5/22/18 16:51
10,Aubrey Murphy,female,white,high,1717 Walgrove Avenue,5/22/18 16:51
11,Erica Cox,female,white,medium,621 Lillian Way,5/22/18 16:52
12,Leslie Wood,female,white,low,10133 Tabor Street #18,5/22/18 16:53
13,Jorge Rodriguez,male,hispanic,high,2093 Mount Olympus Drive,5/22/18 16:54
14,Pedro Sanchez,male,hispanic,medium,1409 Walgrove Avenue,5/22/18 16:55
15,Luis Torres,male,hispanic,low,166 South Saltair Avenue,5/22/18 16:55
16,Isabella Lopez,female,hispanic,high,637-647 Maltman Avenue #637-5,5/22/18 16:56
17,Mariana Morales,female,hispanic,medium,507 Glenrock Avenue #401,5/22/18 16:58
18,Jimena Ramirez,female,hispanic,low,1614 West 62nd Street,5/22/18 16:58
