Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,rent_max,rent_min,Sqft_max,Sqft_min,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
6900 Bonita Terrace #105,Los Angeles,CA,90068,"$3,750",2013.0,15,Multi-Family,"1,400",(310) 260-6363,3,3,2.0,2.0,73.0,,558.0,,95.0,,1.0,2.0,1.0,3.0,1.0,7.0,91.0,4.0,0.0,3.0,302.0,14.0,227.0,61.0,436.0,183.0,260.0,128.0,34.104747,-118.340242,9,42804,3.14,12.1,40.5,2.06,63,3.4,3500.0,0.42,0.13,0.96,0.12,0.0098,37,35,38,14,8,2,11,https://www.trulia.com/c/ca/los-angeles/6900-bonita-ter-105-los-angeles-ca-90068--2077481266,,3750.0,,1400.0,6.0,37.0,189702.0,1016.0,60371897021016.0,Block 1016,G5040,U,51445.0,U,S,71468.0,0.0,34.1058208,-118.34102040000002,1,Jalen Jackson,male,black,high,6900 Bonita Terrace #105,5/23/18 22:19
4723 August Street #10,Los Angeles,CA,90008,"$2,495",,4,Multi-Family,"1,000",(213) 927-2107,3,3,2.0,2.0,69.0,,334.0,,,,0.0,0.0,0.0,0.0,1.0,2.0,90.0,8.0,0.0,0.0,73.0,10.0,14.0,10.0,157.0,13.0,54.0,21.0,34.017292,-118.351233,9,36606,3.14,12.4,38.7,1.4,55,3.6,1200.0,0.67,0.073,0.42,0.14,33.0,73,96,51,12,22,7,13,https://www.trulia.com/c/ca/los-angeles/4723-august-st-10-los-angeles-ca-90008--2353154064,,2495.0,,1000.0,6.0,37.0,236202.0,1000.0,60372362021000.0,Block 1000,G5040,U,51445.0,U,S,32445.0,0.0,34.0177799,-118.3520308,2,Lamar Williams,male,black,medium,4723 August Street #10,5/23/18 22:20
1522 South Westgate Avenue #203,Los Angeles,CA,90025,"$4,869",2017.0,15,Multi-Family,"1,367",(323) 860-1729,3,3,2.0,2.0,36.0,2.0,572.0,,,,1.0,2.0,1.0,2.0,1.0,6.0,86.0,7.0,2.0,2.0,295.0,20.0,45.0,63.0,371.0,79.0,284.0,276.0,34.041645,-118.458577,9,49193,3.14,11.6,40.4,1.81,63,3.6,3200.0,0.21,0.052000000000000005,1.4,0.08199999999999999,0.0,36,44,28,8,7,5,12,https://www.trulia.com/c/ca/los-angeles/1522-s-westgate-ave-203-los-angeles-ca-90025--2340460380,,4869.0,,1367.0,6.0,37.0,267501.0,3000.0,60372675013000.0,Block 3000,G5040,U,51445.0,U,S,22789.0,0.0,34.0413696,-118.4590444,7,Caleb Peterson,male,white,high,1522 South Westgate Avenue #203,5/23/18 22:36
8046 Woodland Lane,Los Angeles,CA,90046,"$8,500",1923.0,11,Single-Family Home,"2,345",(310) 777-7800,3,3,2.0,2.0,75.0,,563.0,,100.0,,1.0,8.0,1.0,3.0,2.0,6.0,88.0,6.0,0.0,4.0,125.0,17.0,75.0,29.0,213.0,61.0,284.0,107.0,34.104634000000004,-118.364633,9,28824,3.14,12.1,40.7,1.78,61,3.4,2400.0,0.51,0.1,0.56,0.099,0.02,25,25,26,8,4,2,12,https://www.trulia.com/c/ca/los-angeles/8046-woodland-ln-los-angeles-ca-90046--1059601268,,8500.0,,2345.0,6.0,37.0,194102.0,2000.0,60371941022000.0,Block 2000,G5040,U,51445.0,U,S,535051.0,3009.0,34.1078099,-118.36224740000002,8,Charlie Myers,male,white,medium,8046 Woodland Lane,5/23/18 22:37
1189 West 36th Street #2,Los Angeles,CA,90007,"$3,300",2002.0,35,Multi-Family,"1,220",(213) 507-7667,3,3,2.0,2.0,74.0,,456.0,,,,1.0,5.0,1.0,5.0,1.0,5.0,55.0,18.0,4.0,7.0,203.0,32.0,22.0,33.0,108.0,37.0,62.0,30.0,34.023076,-118.294315,9,65762,3.14,12.6,38.1,1.78,57,3.3,4100.0,0.57,0.096,0.64,0.17,0.0,80,87,70,23,40,5,7,https://www.trulia.com/c/ca/los-angeles/1189-w-36th-st-2-los-angeles-ca-90007--2171645356,,3300.0,,1220.0,6.0,37.0,222600.0,1003.0,60372226001003.0,Block 1003,G5040,U,51445.0,U,S,24847.0,0.0,34.023562,-118.2948902,9,Ronnie Miller,male,white,low,1189 West 36th Street #2,5/23/18 22:38
11860 Kiowa Avenue #102,Los Angeles,CA,90049,"$4,850",2007.0,11,Multi-Family,"1,800",(310) 447-1104,3,3,2.0,2.0,37.0,2.0,576.0,,,,1.0,2.0,1.0,8.0,1.0,6.0,94.0,2.0,0.0,3.0,178.0,14.0,27.0,36.0,238.0,49.0,220.0,188.0,34.048701,-118.465443,9,47847,3.14,11.6,40.5,1.65,61,3.4,2100.0,0.22,0.053,1.4,0.079,0.0,32,38,27,7,6,5,13,https://www.trulia.com/c/ca/los-angeles/11860-kiowa-ave-102-los-angeles-ca-90049--2352549616,,4850.0,,1800.0,6.0,37.0,264301.0,2005.0,60372643012005.0,Block 2005,G5040,U,51445.0,U,S,22993.0,0.0,34.049502600000004,-118.4653364,10,Aubrey Murphy,female,white,high,11860 Kiowa Avenue #102,5/23/18 22:39
1148 South Bedford Street,Los Angeles,CA,90035,"$4,950",1929.0,19,Single-Family Home,"2,864",(323) 655-1282,3,3,2.0,2.0,5.0,,60.0,,34.0,,1.0,4.0,1.0,5.0,1.0,6.0,93.0,2.0,0.0,2.0,244.0,17.0,27.0,55.0,492.0,88.0,551.0,140.0,34.055728,-118.380469,9,46416,3.14,12.2,39.7,1.49,62,3.5,2400.0,0.63,0.075,0.14,0.093,42.0,32,36,28,9,8,6,14,https://www.trulia.com/c/ca/los-angeles/1148-s-bedford-st-los-angeles-ca-90035--2115570691,,4950.0,,2864.0,6.0,37.0,216401.0,2007.0,60372164012007.0,Block 2007,G5040,U,51445.0,U,S,32706.0,0.0,34.055600299999995,-118.379959,11,Erica Cox,female,white,medium,1148 South Bedford Street,5/23/18 22:40
138 North Carondelet Street,Los Angeles,CA,90026,"$3,400",2017.0,39,Multi-Family,"1,251",Phone not provided,3,3,2.0,2.0,227.0,,899.0,,,,0.0,0.0,1.0,5.0,1.0,5.0,79.0,18.0,0.0,2.0,320.0,43.0,72.0,64.0,354.0,67.0,200.0,72.0,34.069656,-118.274329,9,96599,3.14,12.4,38.8,2.15,68,3.6,3600.0,0.52,0.19,1.1,0.21,0.02,77,91,63,35,37,6,9,https://www.trulia.com/c/ca/los-angeles/138-n-carondelet-st-los-angeles-ca-90026--2345553478,,3400.0,,1251.0,6.0,37.0,208501.0,2004.0,60372085012004.0,Block 2004,G5040,U,51445.0,U,S,20235.0,0.0,34.0692064,-118.2739841,12,Leslie Wood,female,white,low,138 North Carondelet Street,5/23/18 22:41
6262 Drexel Avenue #6262,Los Angeles,CA,90048,"$4,595",,6,Multi-Family,"1,773",(310) 447-1104,3,3,2.0,2.0,5.0,,95.0,,23.0,,1.0,8.0,1.0,7.0,1.0,6.0,89.0,4.0,0.0,5.0,329.0,14.0,74.0,94.0,854.0,148.0,564.0,165.0,34.068446,-118.363576,9,45683,3.14,12.2,39.8,1.52,66,3.7,2200.0,0.65,0.091,0.17,0.093,26.0,29,35,23,9,4,6,11,https://www.trulia.com/c/ca/los-angeles/6262-drexel-ave-6262-los-angeles-ca-90048--2353377781,,4595.0,,1773.0,6.0,37.0,214700.0,1002.0,60372147001002.0,Block 1002,G5040,U,51445.0,U,S,14650.0,0.0,34.0680592,-118.3636253,13,Jorge Rodriguez,male,hispanic,high,6262 Drexel Avenue #6262,5/23/18 22:45
846 South Plymouth Boulevard,Los Angeles,CA,90005,"$3,995",,8,Multi-Family,,(310) 340-7955,3,3,2.0,2.0,22.0,,264.0,,118.0,,1.0,7.0,1.0,7.0,1.0,4.0,67.0,26.0,0.0,5.0,339.0,24.0,58.0,76.0,380.0,44.0,264.0,68.0,34.058935,-118.32426,9,49250,3.14,12.4,39.1,1.5,61,3.1,1500.0,0.6,0.12,0.17,0.12,11.0,64,84,43,29,20,6,13,https://www.trulia.com/c/ca/los-angeles/846-s-plymouth-blvd-los-angeles-ca-90005--2115455821,,3995.0,,,6.0,37.0,212702.0,1005.0,60372127021005.0,Block 1005,G5040,U,51445.0,U,S,24905.0,0.0,34.0588898,-118.323654,14,Pedro Sanchez,male,hispanic,medium,846 South Plymouth Boulevard,5/23/18 22:52
