Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,person id,people_name_selection/person_name,gender,racial category,education level,address_selection/property,timestamp inquiry sent out
1157 Standard Drive Northeast #1157,Atlanta,GA,30319.0,"$4,200 ",1998.0,5.0,Multi-Family,"4,000",,3.0,3.0,2.0,2.0,80.0,248.0,303.0,,,,1.0,9.0,1.0,7.0,1.0,8.0,90.0,8.0,0.0,1.0,53.0,4.0,11.0,9.0,73.0,4.0,51.0,23.0,33.855494,-84.342404,4,17252,3.14,10.1,35.2,1.5,58,2.6,650.0,0.12,0.011,0.21,0.13,8.2e-05,26,30,21,6,6,7,12,https://www.trulia.com/c/ca/atlanta/1157-standard-dr-ne-1157-atlanta-ga-30319--2324742956,3227285526.0,13.0,89.0,21405.0,2006.0,130890000000000.0,Block 2006,G5040,U,3817.0,U,S,12720.0,0.0,33.855355,-84.3415778,1,Jalen Jackson,male,black,high,1157 Standard Drive Northeast #1157,6/8/18 16:12
1322 Berwick Avenue NE,Atlanta,GA,30306.0,"$3,750 ",1930.0,19.0,Single-Family Home,,,3.0,3.0,2.0,2.0,10.0,,129.0,,14.0,,1.0,9.0,1.0,8.0,1.0,6.0,92.0,3.0,1.0,2.0,76.0,3.0,35.0,7.0,81.0,20.0,101.0,42.0,33.790812,-84.358391,4,16338,3.14,10.1,34.8,1.6,58,2.7,110.0,0.6,0.011,0.81,0.075,0.0,13,12,13,0,2,6,9,https://www.trulia.com/c/ca/atlanta/1322-berwick-ave-ne-atlanta-ga-30306--2092020037,4009040206.0,13.0,121.0,200.0,3007.0,131210000000000.0,Block 3007,G5040,U,3817.0,U,S,15876.0,0.0,33.7905749,-84.3588624,2,Lamar Williams,male,black,medium,1322 Berwick Avenue NE,6/8/18 16:13
1972 Newfort Drive Northwest,Atlanta,GA,30318.0,"$2,045 ",2016.0,54.0,Single-Family Home,"1,950",,3.0,3.0,2.0,2.0,,,50.0,,12.0,,1.0,4.0,1.0,6.0,1.0,7.0,79.0,17.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,8.0,3.0,33.766871,-84.413826,4,17279,3.14,10.1,34.6,1.91,59,2.9,2200.0,0.32,0.012,0.7,0.071,0.00037,71,84,68,2,24,4,6,https://www.trulia.com/c/ca/atlanta/1972-newfort-dr-nw-atlanta-ga-30318--2194307296,4043001480.0,13.0,121.0,2300.0,1003.0,131210000000000.0,Block 1003,G5040,U,3817.0,U,S,12012.0,0.0,33.7668718,-84.4132078,3,DaQuan Robinson,male,black,low,1972 Newfort Drive Northwest,6/8/18 16:14
707 Vicksburg Place,Atlanta,GA,30350.0,"$1,450 ",1982.0,61.0,Multi-Family,"1,380",,3.0,3.0,2.0,2.0,1.0,,3.0,,1.0,,1.0,6.0,1.0,5.0,1.0,7.0,95.0,5.0,0.0,0.0,41.0,3.0,5.0,4.0,27.0,4.0,38.0,14.0,33.989668,-84.337265,4,11032,3.14,9.99,36.0,1.28,55,2.3,2800.0,0.043,0.012,0.13,0.086,0.0006799999999999999,52,62,41,7,9,8,6,https://www.trulia.com/c/ca/atlanta/707-vicksburg-pl-atlanta-ga-30350--1002646774,4046144955.0,13.0,121.0,10106.0,1005.0,131210000000000.0,Block 1005,G5040,U,3817.0,U,S,16228.0,0.0,33.988758000000004,-84.3371738,4,Nia Harris,female,black,high,707 Vicksburg Place,6/8/18 16:15
290 Sisson Avenue NE,Atlanta,GA,30317.0,"$1,975 ",1953.0,16.0,Single-Family Home,"1,320",,3.0,3.0,2.0,2.0,5.0,,38.0,,17.0,,1.0,4.0,1.0,3.0,1.0,4.0,84.0,13.0,0.0,0.0,35.0,4.0,14.0,9.0,25.0,8.0,13.0,37.0,33.761549,-84.31479399999998,4,13480,3.14,10.1,34.8,1.36,56,2.6,74.0,0.64,0.011,0.7,0.092,3.8e-06,28,33,22,1,8,9,11,https://www.trulia.com/c/ca/atlanta/290-sisson-ave-ne-atlanta-ga-30317--1072446983,4048216315.0,13.0,89.0,20801.0,2003.0,130890000000000.0,Block 2003,G5040,U,3817.0,U,S,39421.0,0.0,33.7627971,-84.3153267,5,Ebony James,female,black,medium,290 Sisson Avenue NE,6/8/18 16:16
1260 Fairview Road Northeast,Atlanta,GA,30306.0,"$3,390 ",,3.0,Single-Family Home,"2,100",,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,8.0,1.0,6.0,92.0,3.0,1.0,2.0,118.0,6.0,61.0,19.0,149.0,37.0,96.0,51.0,33.772291,-84.346053,4,17108,3.14,10.1,34.7,1.67,59,2.8,700.0,0.59,0.011,1.3,0.08199999999999999,1.2e-05,19,21,18,1,3,4,6,https://www.trulia.com/c/ca/atlanta/1260-fairview-rd-ne-atlanta-ga-30306--1051034315,4048683600.0,13.0,89.0,20200.0,2011.0,130890000000000.0,Block 2011,G5040,U,3817.0,U,S,70254.0,0.0,33.7730521,-84.34652159999997,6,Shanice Thomas,female,black,low,1260 Fairview Road Northeast,6/8/18 16:17
3935 Admiral Drive,Atlanta,GA,30341.0,"$2,400 ",1964.0,18.0,Single-Family Home,"1,465",,3.0,3.0,2.0,2.0,89.0,20.0,544.0,,,,1.0,4.0,1.0,7.0,1.0,8.0,89.0,9.0,0.0,0.0,44.0,2.0,2.0,7.0,73.0,9.0,17.0,15.0,33.908265,-84.300051,4,10200,3.14,10.1,35.6,1.34,56,2.4,3400.0,0.12,0.011,1.4,0.47,0.0088,39,48,30,5,10,7,9,https://www.trulia.com/c/ca/atlanta/3935-admiral-dr-atlanta-ga-30341--2030502751,4044696304.0,13.0,89.0,21208.0,1000.0,130890000000000.0,Block 1000,G5040,U,3817.0,U,S,241071.0,0.0,33.9060408,-84.2980608,7,Caleb Peterson,male,white,high,3935 Admiral Drive,6/8/18 16:18
1069 Ashby Grove Southwest,Atlanta,GA,30314.0,"$1,450 ",,4.0,Single-Family Home,"1,050",,3.0,3.0,2.0,2.0,12.0,,35.0,,5.0,,1.0,3.0,1.0,2.0,0.0,0.0,74.0,23.0,0.0,0.0,70.0,5.0,5.0,15.0,50.0,7.0,40.0,11.0,33.749939000000005,-84.42271,4,18724,3.14,10.1,34.5,1.74,59,3.0,2300.0,0.53,0.012,1.1,0.077,0.0,75,92,64,1,15,5,9,https://www.trulia.com/c/ca/atlanta/1069-ashby-grv-sw-atlanta-ga-30314--1070509730,4047853350.0,13.0,121.0,3900.0,2001.0,131210000000000.0,Block 2001,G5040,U,3817.0,U,S,9334.0,0.0,33.750161,-84.4223297,8,Charlie Myers,male,white,medium,1069 Ashby Grove Southwest,6/8/18 16:19
3345 Mathieson Drive Northeast,Atlanta,GA,30305.0,"$3,200 ",,15.0,Single-Family Home,"1,461",,3.0,3.0,2.0,2.0,,,93.0,,1.0,,1.0,7.0,1.0,6.0,1.0,7.0,97.0,2.0,0.0,0.0,211.0,6.0,65.0,38.0,582.0,31.0,296.0,81.0,33.846169,-84.376947,4,13027,3.14,10.2,35.1,1.66,59,2.7,1500.0,0.22,0.012,0.27,0.097,0.0003,18,22,14,3,1,5,12,https://www.trulia.com/c/ca/atlanta/3345-mathieson-dr-ne-atlanta-ga-30305--1072782367,4018524002.0,13.0,121.0,9601.0,1003.0,131210000000000.0,Block 1003,G5040,U,3817.0,U,S,64261.0,0.0,33.8442818,-84.37636540000003,9,Ronnie Miller,male,white,low,3345 Mathieson Drive Northeast,6/8/18 16:20
683 Willoughby Way Northeast,Atlanta,GA,30312.0,"$3,200 ",1940.0,27.0,Single-Family Home,"1,392",,3.0,3.0,2.0,2.0,3.0,,137.0,,6.0,,1.0,3.0,1.0,8.0,1.0,6.0,85.0,8.0,1.0,3.0,246.0,14.0,110.0,38.0,242.0,54.0,194.0,83.0,33.763921,-84.364812,4,26755,3.14,10.1,34.7,2.31,63,3.2,3200.0,0.35,0.011,1.3,0.085,5.400000000000001e-05,40,46,33,1,5,5,7,https://www.trulia.com/c/ca/atlanta/683-willoughby-way-ne-atlanta-ga-30312--1074162002,4047796231.0,13.0,121.0,1700.0,1015.0,131210000000000.0,Block 1015,G5040,U,3817.0,U,S,72736.0,0.0,33.7629811,-84.3651839,10,Aubrey Murphy,female,white,high,683 Willoughby Way Northeast,6/8/18 16:21
